orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Aspect,Mood,Person
οὐ,οὐ,οὐτι,οὐ,οὐ,ο,-20.0,ADV,d--------,,obl,0.0,εἶχε,(),False,xx̓,False,False,False,False,,,,,,,,,
εἶχε,εἶχε,εἶχε,εἶχε,͂χε,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,εἶχε,"(ἀλλὰ᾽,)",False,xx̓͂xx,False,False,False,False,,,Sing,Past,Fin,Act,Imp,Ind,3
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀλλὰ᾽,(),False,",",False,True,False,False,,,,,,,,,
ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ὰ᾽,α,-20.0,PUNCT,V-,,conj,0.0,εἶχε,"(εἶχε,)",False,x̓xxx̀᾽,False,False,False,False,,,,,,,,,
ἐνεσφράγιστο,ἐνεσφράγιστο,ἐνεσφράγιστο,ἐνεσφράγιστο,στο,ε,-20.0,VERB,v3slie---,Mood=Ind|Number=Sing|Person=3|Tense=Pqp|VerbForm=Fin|Voice=Mid,ROOT,0.0,ἐνεσφράγιστο,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Pqp,Fin,Mid,,Ind,3
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,ψυχῇ,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,τεχνίτου,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,
τεχνίτου,τεχνίτου,τεχνίτης,τεχνίτου,του,τ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ψυχῇ,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,
ψυχῇ,ψυχῇ,ψυχῇ,ψυχῇ,ῇ,ψ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,ἐνεσφράγιστο,(),False,xxxx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τρόπον,(),False,",",False,True,False,False,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,τρόπον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
αὐτὸν,αὐτὸν,αὐτὸς,αὐτὸν,ὸν,α,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,amod,0.0,τρόπον,(),False,xx̓xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
τρόπον,τρόπον,τρόπος,τρόπον,πον,τ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,ἐνεσφράγιστο,(),False,xxx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
οὐδὲ᾽,οὐδὲ᾽,οὐδὲ᾽,οὐδὲ᾽,ὲ᾽,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,case,0.0,ὁ,(),False,xx̓xx̀᾽,False,False,False,False,Nom,Masc,Sing,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,PUNCT,V-,,nmod,0.0,κόσμος,(),False,x̔,False,False,False,False,,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,ἰδεῶν,(),False,x̓x,False,False,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---fg-,Case=Gen|Gender=Fem|Number=Plur,det,0.0,ἰδεῶν,(),False,xx͂x,False,False,False,False,Gen,Fem,Plur,,,,,,
ἰδεῶν,ἰδεῶν,ἰδεῶν,ἰδεῶν,ῶν,ι,-20.0,NOUN,n-p---fg-,Case=Gen|Gender=Fem|Number=Plur,nmod,0.0,κόσμος,(),False,x̓xxx͂x,False,False,False,False,Gen,Fem,Plur,,,,,,
κόσμος,κόσμος,κόσμος,κόσμος,μος,κ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἔχοι,(),False,xx́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,
ἄλλον,ἄλλον,ἄλλος,ἄλλον,λον,α,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,τόπον,(),False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,ἔχοι,(),False,x̓́x,False,False,False,False,,,,,,,,,
ἔχοι,ἔχοι,ἔχω,ἔχοι,χοι,ε,-20.0,VERB,v3spoa---,Mood=Opt|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ἔχοι,(),False,x̓́xxx,False,False,False,False,,,Sing,Pres,Fin,Act,,Opt,3
τόπον,τόπον,τόπος,τόπον,πον,τ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἔχοι,"(λόγον,)",False,xx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,c--------,,cc,0.0,τόπον,(),False,x̓̀,False,False,False,False,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,λόγον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
θεῖον,θεῖον,θεῖος,θεῖον,͂ον,θ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,λόγον,(),False,xxx͂xx,False,False,False,False,Acc,Masc,Sing,,,,,,
λόγον,λόγον,λόγος,λόγον,γον,λ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,τόπον,"(τόπον,)",False,xx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,διακοσμήσαντα,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ταῦτα,ταῦτα,ταῦτα,ταῦτα,͂τα,τ,-20.0,PRON,p-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,διακοσμήσαντα,(),False,xxx͂xx,False,False,False,False,Acc,Neut,Plur,,,,,,
διακοσμήσαντα,διακοσμήσαντα,διακοσμήω,διακοσμήσαντα,ντα,δ,-20.0,VERB,v-sapama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,nmod,0.0,λόγον,(),False,xxxx́xxxx,False,False,False,False,Acc,Masc,Sing,Past,Part,Act,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἔχοι,(),False,·,False,True,False,False,,,,,,,,,
ἐπεὶ,ἐπεὶ,ἐπεὶ,ἐπεὶ,εὶ,ε,-20.0,CCONJ,c--------,,advmod,0.0,λέγω,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,
τίς,τίς,τίς,τίς,ίς,τ,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,τόπος,(),False,xx́x,False,False,False,False,Nom,Masc,Sing,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,τόπος,(),False,x̓́x,False,False,False,False,,,,,,,,,
εἴη,εἴη,εἴη,εἴη,̓́η,ε,-20.0,AUX,v3spoa---,Mood=Opt|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,τόπος,(),False,xx̓́x,False,False,False,False,,,Sing,Pres,Fin,Act,,Opt,3
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---fg-,Case=Gen|Gender=Fem|Number=Plur,det,0.0,δυνάμεων,(),False,xx͂x,False,False,False,False,Gen,Fem,Plur,,,,,,
δυνάμεων,δυνάμεων,δυνάμεων,δυνάμεων,εων,δ,-20.0,NOUN,n-p---fg-,Case=Gen|Gender=Fem|Number=Plur,nmod,0.0,τόπος,(),False,xxxx́xxxx,False,False,False,False,Gen,Fem,Plur,,,,,,
αὐτοῦ,αὐτοῦ,αὐτοῦ,αὐτοῦ,οῦ,α,-20.0,PRON,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,δυνάμεων,(),False,xx̓xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,
τόπος,τόπος,τόπος,τόπος,πος,τ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,λέγω,(),False,xx́xxx,False,False,False,False,Nom,Masc,Sing,,,,,,
ἕτερος,ἕτερος,ἕτερος,ἕτερος,ρος,ε,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,amod,0.0,τόπος,(),False,x̔́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γένοιτο᾽,(),False,",",False,True,False,False,,,,,,,,,
ὃς,ὃς,ὃς,ὃς,̔̀ς,ο,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,γένοιτο᾽,(),False,x̔̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
γένοιτο᾽,γένοιτο᾽,γένοιτο᾽,γένοιτο᾽,το᾽,γ,-20.0,PUNCT,V-,,dep,0.0,τόπος,(),False,xx́xxxx᾽,False,False,False,False,,,,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,λέγω,(),False,x̓́x,False,False,False,False,,,,,,,,,
ἱκανὸς,ἱκανὸς,ἱκανὸς,ἱκανὸς,ὸς,ι,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,xcomp,0.0,λέγω,"(δέξασθαί, χωρῆσαι)",False,x̔xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,λέγω,(),False,xx̓,False,False,False,False,,,,,,,,,
λέγω,λέγω,λέγω,λέγω,́γω,λ,-20.0,VERB,v1spia---,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,λέγω,(),False,xx́xx,False,False,False,False,,,Sing,Pres,Fin,Act,,Ind,1
πάσας,πάσας,πάσας,πάσας,σας,π,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,λέγω,(),False,xx́xxx,False,False,False,False,Acc,Fem,Plur,,,,,,
ἀλλὰ,ἀλλὰ,ἀλλὰ,ἀλλὰ,λὰ,α,-20.0,CCONJ,c--------,,cc,0.0,πάσας,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,
μίαν,μίαν,μίαν,μίαν,́αν,μ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἄκρατον,(),False,xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἄκρατον,ἄκρατον,ἄκρατος,ἄκρατον,τον,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,δέξασθαί,(),False,x̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἡντινοῦν,ἡντινοῦν,ἡντινοῦν,ἡντινοῦν,ῦν,η,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,δέξασθαί,(),False,x̔xxxx͂x,False,False,False,False,Acc,Fem,Sing,,,,,,
δέξασθαί,δέξασθαί,δέξασθαί,δέξασθαί,αί,δ,-20.0,VERB,v--anm---,Tense=Past|VerbForm=Inf|Voice=Mid,conj,0.0,ἱκανὸς,"(ἱκανὸς, χωρῆσαι)",False,xx́xxxx́,False,False,False,False,,,,Past,Inf,Mid,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,δέξασθαί,(),True,xx,True,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,δέξασθαί,(),False,xxx̀,False,False,False,False,,,,,,,,,
χωρῆσαι,χωρῆσαι,χωρῆσαι,χωρῆσαι,σαι,χ,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,conj,0.0,δέξασθαί,"(ἱκανὸς, δέξασθαί)",False,xxxx͂xxx,False,False,False,False,,,,Past,Inf,Act,,,
;,;,;,;,;,;,-20.0,PUNCT,u--------,,punct,0.0,λέγω,(),False,;,False,True,False,False,,,,,,,,,
