orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ἓν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,τάττεται,(),False,xx̀x,False,False,False,False,,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,τάττεται,(),False,xx̀x,False,False,False,False,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,ἓν,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,
ἓν,ἓν,ἓν,ἓν,̔̀ν,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,τάττεται,(),False,x̔̀x,False,False,False,False,Acc,Neut,Sing,,,,,,
τάττεται,τάττεται,τάττω,τάττεται,ται,τ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,τάττεται,"(γραμμή,)",False,xx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,λεγόμενον,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,
λεγόμενον,λεγόμενον,λεγόμενον,λεγόμενον,νον,λ,-20.0,VERB,v-sppenn-,Case=Nom|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,nsubj,0.0,τάττεται,(),False,xxxx́xxxx,False,False,False,False,Nom,Neut,Sing,,,Pres,Part,Mid,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,γεωμετρίᾳ,(),False,x̓x,False,False,False,False,,,,,,,,,
γεωμετρίᾳ,γεωμετρίᾳ,γεωμετρίᾳ,γεωμετρίᾳ,́ᾳ,γ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,λεγόμενον,(),False,xxxx́xͅ,False,False,False,False,Dat,Fem,Sing,,,,,,
σημεῖον,σημεῖον,σημεῖον,σημεῖον,͂ον,σ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,xcomp,0.0,λεγόμενον,(),False,xxxx͂xx,False,False,False,False,Nom,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,κατὰ,(),False,",",False,True,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ἓν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,τάττεται,(),False,xx̀,False,False,False,False,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,δύο,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
δύο,δύο,δύο,δύο,ύο,δ,-20.0,NUM,m--------,,dep,0.0,τάττεται,(),False,xx́x,False,False,False,False,,,,,,,,,
γραμμή,γραμμή,γραμμή,γραμμή,μή,γ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,conj,0.0,τάττεται,"(τάττεται,)",False,xxxx́,False,False,False,False,Nom,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διότι,(),False,",",False,True,False,False,,,,,,,,,
διότι,διότι,διότι,διότι,́τι,δ,-20.0,SCONJ,c--------,,mark,0.0,ῥύσει,(),False,xxx́xx,False,False,False,False,,,,,,,,,
ῥύσει,ῥύσει,ῥύθω,ῥύσει,σει,ρ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,advcl,0.0,τάττεται,"(ῥύσει, συνίσταται)",False,x̔x́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ῥύσει,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἑνὸς,ἑνὸς,ἑνὸς,ἑνὸς,ὸς,ε,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,δυάς,(),False,x̔xx̀x,False,False,False,False,Gen,Masc,Sing,,,,,,
δυάς,δυάς,δυάς,δυάς,άς,δ,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nsubj,0.0,ῥύσει,(),False,xxx́x,False,False,False,False,Acc,Fem,Plur,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ῥύσει,(),False,",",False,True,False,False,,,,,,,,,
ῥύσει,ῥύσει,ῥύσει,ῥύσει,σει,ρ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,conj,0.0,ῥύσει,"(ῥύσει, συνίσταται)",False,x̔x́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,ῥύσει,(),False,xx̀,False,False,False,False,,,,,,,,,
σημείου,σημείου,σημείον,σημείου,́ου,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,συνίσταται,(),False,xxxx́xx,False,False,False,False,Gen,Neut,Sing,,,,,,
συνίσταται,συνίσταται,συνίστημι,συνίσταται,ται,σ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,conj,0.0,ῥύσει,"(ῥύσει, ῥύσει)",False,xxxx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
γραμμή,γραμμή,γραμμή,γραμμή,μή,γ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,συνίσταται,(),False,xxxx́,False,False,False,False,Nom,Fem,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,τάττεται,(),False,·,False,True,False,False,,,,,,,,,
γραμμὴ,γραμμὴ,γραμμὴ,γραμμὴ,μὴ,γ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,μῆκος,(),False,xxxx̀,False,False,False,False,Nom,Fem,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,μῆκος,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,μῆκος,(),False,’,False,True,False,False,,,,,,,,,
ἐστὶ,ἐστὶ,ἐστὶ,ἐστὶ,τὶ,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,μῆκος,(),False,x̓xxx̀,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,
μῆκος,μῆκος,μῆκος,μῆκος,κος,μ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,μῆκος,(),False,xx͂xxx,False,False,False,False,Nom,Neut,Sing,,,,,,
ἀπλατές,ἀπλατές,ἀπλατές,ἀπλατές,ές,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,xcomp,0.0,μῆκος,(),False,x̓xxxx́x,False,False,False,False,Nom,Neut,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,μῆκος,(),False,·,False,True,False,False,,,,,,,,,
πλάτους,πλάτους,πλάτος,πλάτους,ους,π,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nsubj,0.0,γίνεται,(),False,xxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,γίνεται,(),False,xx̀,False,False,False,False,,,,,,,,,
προσγενομένου,προσγενομένου,προσγενομένου,προσγενομένου,νου,π,-20.0,VERB,v-sapmng-,Case=Gen|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,advcl,0.0,γίνεται,(),False,xxxx́xxx,False,False,False,False,Gen,Neut,Sing,,,Past,Part,Mid,
γίνεται,γίνεται,γίγνομαι,γίνεται,ται,γ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,γίνεται,(),False,xx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
ἐπιφάνεια,ἐπιφάνεια,ἐπιφάνεια,ἐπιφάνεια,εια,ε,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,γίνεται,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τέτακται,(),False,",",False,True,False,False,,,,,,,,,
ἣ,ἣ,ἣ,ἣ,ἣ,η,-20.0,PRON,p-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,τέτακται,(),False,x̔̀,False,False,False,False,Nom,Fem,Sing,,,,,,
τέτακται,τέτακται,τέτακται,τέτακται,ται,τ,-20.0,VERB,v3srie---,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,acl,0.0,ἐπιφάνεια,(),False,xx́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Mid,Perf
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,τριάδα,(),False,xxxx̀,False,False,False,False,,,,,,,,,
τριάδα,τριάδα,τριάς,τριάδα,́δα,τ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,τέτακται,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,γίνεται,(),False,·,False,True,False,False,,,,,,,,,
ἐπιφανείᾳ,ἐπιφανείᾳ,ἐπιφανείᾳ,ἐπιφανείᾳ,́ᾳ,ε,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,δεῖ,(),False,x̓xxxx́xͅ,False,False,False,False,Dat,Fem,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,δεῖ,(),False,xx̀,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,φύσιν,(),False,xxx̀x,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,φύσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,στερεοῦ,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
στερεοῦ,στερεοῦ,στερεοῦ,στερεοῦ,οῦ,σ,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,φύσιν,(),False,xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
φύσιν,φύσιν,φύσις,φύσιν,σιν,φ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,δεῖ,(),False,xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἑνὸς,ἑνὸς,ἑνὸς,ἑνὸς,ὸς,ε,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,δεῖ,(),False,x̔xx̀x,False,False,False,False,Gen,Neut,Sing,,,,,,
δεῖ,δεῖ,δεῖ,δεῖ,εῖ,δ,-20.0,VERB,v3siia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,δεῖ,(),False,xxx͂,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,βάθους,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
βάθους,βάθους,βάθος,βάθους,ους,β,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,δεῖ,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γίνεται,(),False,",",False,True,False,False,,,,,,,,,
ὃ,ὃ,ὃ,ὃ,ὃ,ο,-20.0,PRON,l-s---mn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,γίνεται,(),False,x̔̀,False,False,False,False,Nom,Neut,Sing,,,,,,
προστεθὲν,προστεθὲν,προστεθὲν,προστεθὲν,ὲν,π,-20.0,VERB,v-sappna-,Case=Acc|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,γίνεται,(),False,xxxx̀x,False,False,False,False,Acc,Neut,Sing,,,Past,Part,Pass,
τριάδι,τριάδι,τριάς,τριάδι,́δι,τ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,γίνεται,(),False,xxxx́xx,False,False,False,False,Dat,Fem,Sing,,,,,,
γίνεται,γίνεται,γίγνομαι,γίνεται,ται,γ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,acl,0.0,βάθους,(),False,xx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
τετράς,τετράς,τετράς,τετράς,άς,τ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,xcomp,0.0,γίνεται,(),False,xxxx́x,False,False,False,False,Nom,Fem,Sing,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,δεῖ,(),False,.,False,True,False,False,,,,,,,,,
