orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Aspect,Mood,Person
οἰκεῖον,οἰκεῖον,οἰκεῖος,οἰκεῖον,͂ον,ο,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,κλῆρον,(),False,xx̓xxx͂xx,False,False,False,False,Acc,Masc,Sing,,,,,,
ἀπειληφότων,ἀπειληφότων,ἀπειληφότων,ἀπειληφότων,των,α,-20.0,VERB,v-pppang-,Aspect=Perf|Case=Gen|Gender=Neut|Number=Plur|Tense=Past|VerbForm=Part|Voice=Act,dep,0.0,γένη,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Neut,Plur,Past,Part,Act,Perf,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γένη,(),False,",",False,True,False,False,,,,,,,,,
πάλιν,πάλιν,πάλιν,πάλιν,λιν,π,-20.0,ADV,d--------,,advmod,0.0,ἐκάλει,(),False,xx́xxx,False,False,False,False,,,,,,,,,
ἐκάλει,ἐκάλει,ἐκάλει,ἐκάλει,λει,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐκάλει,(),False,x̓xx́xxx,False,False,False,False,,,Sing,Past,Fin,Act,Imp,Ind,3
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,γῆν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
γῆν,γῆν,γῆ,γῆν,ῆν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἐκάλει,(),False,xx͂x,False,False,False,False,Acc,Fem,Sing,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,γένεσιν,(),False,xx̓x,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,γένεσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,μέρους,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
ὑπολειφθέντος,ὑπολειφθέντος,ὑπολειφθέντος,ὑπολειφθέντος,τος,υ,-20.0,VERB,v-sappng-,Case=Gen|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,nmod,0.0,μέρους,(),False,x̔xxxx́xxxx,False,False,False,False,Gen,Neut,Sing,Past,Part,Pass,,,
μέρους,μέρους,μέρος,μέρους,ους,μ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,γένεσιν,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
γένεσιν,γένεσιν,γένεσις,γένεσιν,σιν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἐκάλει,(),False,xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,ὑπολέλειπτο,(),False,—,False,True,False,False,,,,,,,,,
ὑπολέλειπτο,ὑπολέλειπτο,ὑπολέλειπτο,ὑπολέλειπτο,πτο,υ,-20.0,VERB,v3slie---,Mood=Ind|Number=Sing|Person=3|Tense=Pqp|VerbForm=Fin|Voice=Mid,advcl,0.0,ἐκάλει,(),False,x̔xxxx́xxxx,False,False,False,False,,,Sing,Pqp,Fin,Mid,,Ind,3
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ὑπολέλειπτο,(),False,xx̀,False,False,False,False,,,,,,,,,
μετὰ,μετὰ,μετὰ,μετὰ,τὰ,μ,-20.0,ADP,r--------,,case,0.0,φυτὰ,(),False,xxxx̀,False,False,False,False,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,φυτὰ,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
φυτὰ,φυτὰ,φυτὰ,φυτὰ,τὰ,φ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obl,0.0,ὑπολέλειπτο,(),False,xxxx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
ζῴων,ζῴων,ζῴον,ζῴων,ͅων,ζ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,φυτὰ,(),False,xx́ͅxx,False,False,False,False,Gen,Neut,Plur,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,φυτὰ,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
χερσαῖα,χερσαῖα,χερσαῖος,χερσαῖα,ῖα,χ,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,nmod,0.0,φυτὰ,(),False,xxxx͂x,False,False,False,False,Nom,Neut,Plur,,,,,,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,φυτὰ,(),False,—,False,True,False,False,,,,,,,,,
καί,καί,καί,καί,αί,κ,-20.0,CCONJ,c--------,,advmod,0.0,φησι,(),False,xxx́,False,False,False,False,,,,,,,,,
φησι,φησι,φημί,φησι,ησι,φ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,φησι,(),False,xxxx,True,False,False,False,,,Sing,Pres,Fin,Act,,Ind,3
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,φησι,(),False,·,False,True,False,False,,,,,,,,,
ἐξαγαγέτω,ἐξαγαγέτω,ἐξαγαγέτω,ἐξαγαγέτω,́τω,ε,-20.0,VERB,v3sama---,Mood=Imp|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐξαγαγέτω,(),False,x̓xxxx́xx,False,False,False,False,,,Sing,Past,Fin,Act,,Imp,3
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,γῆ,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
γῆ,γῆ,γῆ,γῆ,γῆ,γ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἐξαγαγέτω,(),False,xx͂,False,False,False,False,Nom,Fem,Sing,,,,,,
κτήνη,κτήνη,κτήνος,κτήνη,́νη,κ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἐξαγαγέτω,"(θηρία, ἑρπετὰ)",False,xxx́xx,False,False,False,False,Acc,Neut,Plur,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,d--------,,advmod,0.0,κτήνη,(),False,xxx̀,False,False,False,False,,,,,,,,,
θηρία,θηρία,θηρίον,θηρία,ία,θ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,conj,0.0,κτήνη,"(κτήνη, ἑρπετὰ)",False,xxxx́x,False,False,False,False,Acc,Neut,Plur,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,κτήνη,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἑρπετὰ,ἑρπετὰ,ἑρπετὰ,ἑρπετὰ,τὰ,ε,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,conj,0.0,κτήνη,"(κτήνη, θηρία)",False,x̔xxxx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,γένος,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,γένος,(),False,’,False,True,False,False,,,,,,,,,
ἕκαστον,ἕκαστον,ἕκαστος,ἕκαστον,τον,ε,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,nmod,0.0,γένος,(),False,x̔́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,
γένος,γένος,γένος,γένος,νος,γ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,ἐξαγαγέτω,(),False,xx́xxx,False,False,False,False,Acc,Neut,Sing,,,,,,
(,(,(,(,(,(,-20.0,PUNCT,u--------,,punct,0.0,γεν,(),False,(,False,True,False,False,,,,,,,,,
γεν,γεν,γεν,γεν,γεν,γ,-20.0,X,x--------,,obl,0.0,ἐξαγαγέτω,(),False,xxx,True,False,False,False,,,,,,,,,
.,.,.,.,.,.,-20.0,ADV,Df,,fixed,0.0,γεν,(),False,.,False,True,False,False,,,,,,,,,
"1,24).","1,24).","1,24).","1,24).",4).,1,-20.0,PUNCT,u--------,,punct,0.0,.,(),False,"d,dd).",False,False,False,False,,,,,,,,,
