orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Aspect,Mood,Person
ὢν,ὢν,ὢν,ὢν,̓̀ν,ω,-20.0,AUX,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,cop,0.0,συγγενής,(),False,x̓̀x,False,False,False,False,Nom,Masc,Sing,Pres,Part,Act,,,
τοὐ,τοὐ,τοὐ,τοὐ,οὐ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,ἡγεμόνος,(),False,xxx̓,False,False,False,False,Gen,Masc,Sing,,,,,,
ἡγεμόνος,ἡγεμόνος,ἡγεμόνος,ἡγεμόνος,νος,η,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,συγγενής,(),False,x̔xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ῥυέντος,(),False,",",False,True,False,False,,,,,,,,,
ἅτε,ἅτε,ἅτε,ἅτε,́τε,α,-20.0,ADV,d--------,,advmod,0.0,ῥυέντος,(),False,x̔́xx,False,False,False,False,,,,,,,,,
δὴ,δὴ,δὴ,δὴ,δὴ,δ,-20.0,ADV,d--------,,advmod,0.0,ῥυέντος,(),False,xx̀,False,False,False,False,,,,,,,,,
πολλοῦ,πολλοῦ,πολλοῦ,πολλοῦ,οῦ,π,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nsubj,0.0,ῥυέντος,(),False,xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
ῥυέντος,ῥυέντος,ῥυέντος,ῥυέντος,τος,ρ,-20.0,VERB,v-sappng-,Case=Gen|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,συγγενής,(),False,x̔xx́xxxx,False,False,False,False,Gen,Neut,Sing,Past,Part,Pass,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,αὐτὸν,(),False,xx̓x,False,False,False,False,,,,,,,,,
αὐτὸν,αὐτὸν,αὐτὸν,αὐτὸν,ὸν,α,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,ῥυέντος,(),False,xx̓xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,πνεύματος,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
θείου,θείου,θείου,θείου,́ου,θ,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,πνεύματος,(),False,xxx́xx,False,False,False,False,Gen,Neut,Sing,,,,,,
πνεύματος,πνεύματος,πνεύματος,πνεύματος,τος,π,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nsubj,0.0,ῥυέντος,(),False,xxxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ῥυέντος,(),False,",",False,True,False,False,,,,,,,,,
πάντα,πάντα,πάντα,πάντα,ντα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἐσπούδαζεν,(),False,xx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,λέγειν,(),False,xxx̀,False,False,False,False,,,,,,,,,
λέγειν,λέγειν,λέγω,λέγειν,ειν,λ,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,ἐσπούδαζεν,"(πράττειν,)",False,xx́xxxx,False,False,False,False,,,,Pres,Inf,Act,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,λέγειν,(),False,xxx̀,False,False,False,False,,,,,,,,,
πράττειν,πράττειν,πράσσω,πράττειν,ειν,π,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,conj,0.0,λέγειν,"(λέγειν,)",False,xxx́xxxx,False,False,False,False,,,,Pres,Inf,Act,,,
ἐσπούδαζεν,ἐσπούδαζεν,ἐσπούδαζεν,ἐσπούδαζεν,ζεν,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐσπούδαζεν,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Past,Fin,Act,Imp,Ind,3
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἀρέσκειαν,(),False,xx̓x,False,False,False,False,,,,,,,,,
ἀρέσκειαν,ἀρέσκειαν,ἀρέσκεια,ἀρέσκειαν,ιαν,α,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἐσπούδαζεν,(),False,x̓xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,πατρὸς,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,
πατρὸς,πατρὸς,πατρὸς,πατρὸς,ὸς,π,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ἀρέσκειαν,"(βασιλέως,)",False,xxxx̀x,False,False,False,False,Gen,Masc,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,πατρὸς,(),False,xxx̀,False,False,False,False,,,,,,,,,
βασιλέως,βασιλέως,βασιλέως,βασιλέως,́ως,β,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,conj,0.0,πατρὸς,"(πατρὸς,)",False,xxxx́xx,False,False,False,False,Gen,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἑπόμενος,(),False,",",False,True,False,False,,,,,,,,,
ἑπόμενος,ἑπόμενος,ἑπόμενος,ἑπόμενος,νος,ε,-20.0,VERB,v-sppemn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,ἐσπούδαζεν,(),False,x̔xx́xxxx,False,False,False,False,Nom,Masc,Sing,Pres,Part,Mid,,,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,ἴχνος,(),False,xxxx́,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ἴχνος,(),False,’,False,True,False,False,,,,,,,,,
ἴχνος,ἴχνος,ἴχνος,ἴχνος,νος,ι,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,ἑπόμενος,(),False,x̓́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,
αὐτῷ,αὐτῷ,αὐτῷ,αὐτῷ,ῷ,α,-20.0,PRON,p-s---md-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,ἑπόμενος,(),False,xx̓xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,ὁδοῖς,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
ὁδοῖς,ὁδοῖς,ὁδοῖς,ὁδοῖς,ῖς,ο,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἑπόμενος,(),False,x̔xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἃ.,(),False,",",False,True,False,False,,,,,,,,,
ἃ.,ἃ.,ἃ.,ἃ.,̔̀.,α,-20.0,PUNCT,u--------,,nsubj,0.0,ἐσπούδαζεν,(),False,x̔̀.,False,False,False,False,,,,,,,,,
